owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of State,Department of State,FY2019Q4,019-0203,"North/South Center, State",Department of State,International Affairs,Foreign information and exchange activities,1476.21,0.00,0.00,0.00,0.00,0.00,0.00,1476.21,0.00,0.00,1476.21,0.00,1476.21,2019-11-15
Department of State,Department of State,FY2019Q4,019-0209,"Educational and Cultural Exchange Programs, State",Department of State,International Affairs,Foreign information and exchange activities,66286249.40,27026904.70,700946000.00,0.00,0.00,16441960.77,16441960.77,810701114.87,754091056.26,24207109.06,56610058.61,671384325.80,810701114.87,2019-11-15
Department of State,Department of State,FY2019Q4,019-0210,"National Endowment for Democracy, State",Department of State,International Affairs,Foreign information and exchange activities,46763.34,0.00,180000000.00,0.00,0.00,0.00,0.00,180046763.34,180046673.00,0.00,90.34,163267911.46,180046763.34,2019-11-15
Department of State,Department of State,FY2019Q4,019-0507,"Centralized Information Technology Modernization Program, State",Department of State,International Affairs,Conduct of foreign affairs,543422.28,0.00,0.00,0.00,0.00,0.00,0.00,543422.28,0.00,0.00,543422.28,0.00,543422.28,2019-11-15
Department of State,Department of State,FY2019Q4,019-0520,"Protection of Foreign Missions and Officials, State",Department of State,International Affairs,Conduct of foreign affairs,2876035.93,19205902.99,30890000.00,0.00,0.00,0.00,0.00,52971938.92,51639640.00,5904.49,1332298.92,50258762.90,52971938.92,2019-11-15
Department of State,Department of State,FY2019Q4,019-0522,"Emergencies in the Diplomatic and Consular Service, State",Department of State,International Affairs,Conduct of foreign affairs,271828816.55,2427016.97,7885000.00,0.00,0.00,155225.88,155225.88,282296059.40,20108093.45,2427016.97,262187965.95,29997906.42,282296059.40,2019-11-15
Department of State,Department of State,FY2019Q4,019-0523,"Payment to the American Institute in Taiwan, State",Department of State,International Affairs,Conduct of foreign affairs,2194187.41,-100029.87,31963000.00,0.00,0.00,6657533.00,6657533.00,40714690.54,35057280.42,51224.06,5657410.12,27325885.14,40714690.54,2019-11-15
Department of State,Department of State,FY2019Q4,019-0524,"Buying Power Maintenance Account, State",Department of State,International Affairs,Conduct of foreign affairs,99500000.00,-79923082.00,0.00,0.00,0.00,0.00,0.00,19576918.00,0.00,0.00,19576918.00,0.00,19576918.00,2019-11-15
Department of State,Department of State,FY2019Q4,019-0525,"Payment to the Asia Foundation, State",Department of State,International Affairs,Foreign information and exchange activities,0.00,0.00,17000000.00,0.00,0.00,0.00,0.00,17000000.00,17000000.00,0.00,0.00,16316946.18,17000000.00,2019-11-15
Department of State,Department of State,FY2019Q4,019-0529,"Office of the Inspector General, State",Department of State,International Affairs,Conduct of foreign affairs,39120996.67,4094123.41,145729000.00,0.00,0.00,1336843.47,1336843.47,190280963.55,151126100.80,11268361.05,39154862.75,138667061.16,190280963.55,2019-11-15
Department of State,Agency for International Development;Department of State,FY2019Q4,019-0535,"Embassy Security, Construction, and Maintenance, State",Department of State,International Affairs,Conduct of foreign affairs,7594120718.78,395186057.22,2193335863.00,0.00,0.00,1511184241.91,1511184241.91,11693826880.91,3450514628.38,280348920.22,8243312252.53,3079799276.58,11693826880.91,2019-11-15
Department of State,Department of State,FY2019Q4,019-0540,"Payment to the Foreign Service Retirement and Disability Fund, State",Department of State,International Affairs,Conduct of foreign affairs,0.00,0.00,424700000.00,0.00,0.00,0.00,0.00,424700000.00,424700000.00,0.00,0.00,158900000.00,424700000.00,2019-11-15
Department of State,Department of State,FY2019Q4,019-0545,"Representation Expenses, State",Department of State,International Affairs,Conduct of foreign affairs,979797.00,326172.65,8030000.00,0.00,0.00,626110.00,626110.00,9962079.65,8937368.68,619669.21,1024710.97,8452854.27,9962079.65,2019-11-15
Department of State,Department of State,FY2019Q4,019-0600,"Repatriation Loans, Liquidating Account, State",Department of State,International Affairs,Conduct of foreign affairs,963035.85,0.00,0.00,0.00,0.00,37007.94,37007.94,1000043.79,0.00,0.00,1000043.79,0.00,1000043.79,2019-11-15
Department of State,Department of State,FY2019Q4,019-0601,"Repatriation Loans, Program Account, State",Department of State,International Affairs,Conduct of foreign affairs,130000.00,0.00,1542443.00,0.00,0.00,0.00,0.00,1672443.00,1542443.00,0.00,130000.00,1542443.00,1672443.00,2019-11-15
Department of State,Department of State,FY2019Q4,019-1005,"International Organizations and Programs, Funds Appropriated to the President, State",Department of State,International Affairs,International development and humanitarian assistance,0.00,1605330.00,331500000.00,0.00,0.00,0.00,0.00,333105330.00,283829530.00,1605330.00,49275800.00,308150670.00,333105330.00,2019-11-15
Department of State,Agency for International Development;Department of Defense;Department of Health and Human Services;Department of Labor;Department of State;Peace Corps,FY2019Q4,019-1030,"Global HIV/AIDS Initiative, State",Department of State,International Affairs,International development and humanitarian assistance,14862126.54,4151302.58,0.00,0.00,0.00,0.00,0.00,19013429.12,9974469.48,4151302.58,9038959.64,7565054.80,19013429.12,2020-01-17
Department of State,Agency for International Development;Department of Defense;Department of Health and Human Services;Department of Labor;Department of State;Millennium Challenge Corporation;Peace Corps,FY2019Q4,019-1031,"Global Health Programs, State",Department of State,International Affairs,International development and humanitarian assistance,10227667706.82,221635441.53,8859448341.00,0.00,0.00,1057940.25,1057940.25,19309809429.60,8443305662.44,112982019.43,10866503767.16,8707252070.63,19309809429.60,2020-01-17
Department of State,Department of State,FY2019Q4,019-1069,"Salaries and Expenses, International Boundary and Water Commission, United States and Mexico, State",Department of State,Natural Resources and Environment,Water resources,12858496.33,1565560.00,48134000.00,0.00,0.00,10532238.31,10532238.31,73090294.64,58130838.25,2541094.62,14959456.39,56244936.59,73090294.64,2019-11-15
Department of State,Department of State,FY2019Q4,019-1078,"Construction, International Boundary and Water Commission, United States and Mexico, State",Department of State,Natural Resources and Environment,Water resources,82966183.89,12587236.51,29400000.00,0.00,0.00,71961.96,71961.96,125025382.36,21545067.92,12587236.51,103480314.44,32304874.30,125025382.36,2019-11-15
Department of State,Department of State,FY2019Q4,019-1082,"American Sections, International Commissions, State",Department of State,Natural Resources and Environment,Water resources,1574454.74,120534.70,13258000.00,0.00,0.00,-150000.00,-150000.00,14802989.44,12868028.21,462131.92,1934961.23,12796602.04,14802989.44,2019-11-15
Department of State,Department of State,FY2019Q4,019-1087,"International Fisheries Commissions, State",Department of State,Natural Resources and Environment,Conservation and land management,283389.87,57175.63,50651000.00,0.00,0.00,0.00,0.00,50991565.50,50641426.68,126080.13,350138.82,50565621.97,50991565.50,2019-11-15
Department of State,Agency for International Development;Department of State,FY2019Q4,019-1121,"Democracy Fund, State",Department of State,International Affairs,International development and humanitarian assistance,221058768.98,3308850.39,227200000.00,0.00,0.00,0.00,0.00,451567619.37,216078252.00,4686753.50,235489367.37,155106910.14,451567619.37,2019-11-15
Department of State,Department of State,FY2019Q4,019-1124,"Contributions for International Peacekeeping Activities, State",Department of State,International Affairs,Conduct of foreign affairs,973116304.00,0.00,1550900000.00,0.00,0.00,0.00,0.00,2524016304.00,1517073431.00,0.00,1006942873.00,1071071204.00,2524016304.00,2019-11-15
Department of State,Department of State,FY2019Q4,019-1125,"International Conferences and Contingencies, State",Department of State,International Affairs,Conduct of foreign affairs,15478.29,0.00,0.00,0.00,0.00,0.00,0.00,15478.29,0.00,0.00,15478.29,0.00,15478.29,2019-11-15
Department of State,Department of State,FY2019Q4,019-1126,"Contributions to International Organizations, State",Department of State,International Affairs,Conduct of foreign affairs,14349455.74,5226461.40,1360270000.00,0.00,0.00,0.00,0.00,1379845917.14,1226541535.27,21871196.38,153304381.87,1257494507.15,1379845917.14,2019-11-15
Department of State,Department of State,FY2019Q4,019-1130,"Arrearage Payments, State",Department of State,International Affairs,Conduct of foreign affairs,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.45,0.00,0.45,2019-11-15
Department of State,Department of State,FY2019Q4,019-1143,"Migration and Refugee Assistance, State",Department of State,International Affairs,International development and humanitarian assistance,398755562.12,4767015.05,3433000000.00,0.00,0.00,38012.49,38012.49,3836560589.66,3309386068.48,5861635.25,527174521.18,3493946499.47,3836560589.66,2019-11-15
Department of State,Department of State,FY2019Q4,019-1151,"United States Bilateral Science and Technology Agreements, State",Department of State,International Affairs,Conduct of foreign affairs,24278.47,0.00,0.00,0.00,0.00,0.00,0.00,24278.47,0.00,0.00,24278.47,0.00,24278.47,2019-11-15
Department of State,Agency for International Development;Department of State,FY2019Q4,019-1154,"Andean Counterdrug Programs, State",Department of State,International Affairs,International development and humanitarian assistance,2343951.20,-405926.26,0.00,0.00,0.00,0.00,0.00,1938024.94,0.00,8441.05,1938024.94,104582.69,1938024.94,2019-11-15
Department of State,Department of State,FY2019Q4,019-4519,"Working Capital Fund, State",Department of State,International Affairs,Conduct of foreign affairs,1048442052.83,399613805.78,0.00,0.00,0.00,4874153223.24,4874153223.24,6322209081.85,5248194800.55,401732772.39,1074014281.30,4966965795.53,6322209081.85,2019-11-15
Department of State,Department of State,FY2019Q4,019-5116,"Fisherman's Protective Fund, Special Account, State",Department of State,Commerce and Housing Credit,Other advancement of commerce,630948.81,0.00,0.00,0.00,0.00,0.00,0.00,630948.81,0.00,0.00,630948.81,0.00,630948.81,2019-11-15
Department of State,Department of State,FY2019Q4,019-5121,"Fishermen's Guaranty Fund, State",Department of State,Commerce and Housing Credit,Other advancement of commerce,2747861.55,0.00,0.00,0.00,0.00,0.00,0.00,2747861.55,0.00,0.00,2747861.55,0.00,2747861.55,2019-11-15
Department of State,Department of State,FY2019Q4,019-5151,"International Center, Washington, D. C., State",Department of State,International Affairs,Conduct of foreign affairs,3638896.76,2092.64,743000.00,0.00,0.00,1806600.00,1806600.00,6190589.40,3500316.37,2092.64,2690273.03,2712196.74,6190589.40,2019-11-15
Department of State,Department of State,FY2019Q4,019-5177,"International Litigation Fund, State",Department of State,International Affairs,Conduct of foreign affairs,13257472.86,967514.22,6302821.56,0.00,0.00,0.00,0.00,20527808.64,7187662.66,967514.22,13340145.98,8592587.11,20527808.64,2019-11-15
Department of State,Department of State,FY2019Q4,019-5497,"Foreign Service National Defined Contributions Retirement Fund, State",Department of State,Income Security,Federal employee retirement and disability,23842936.41,0.00,22416295.46,0.00,0.00,0.00,0.00,46259231.87,22490929.28,0.00,23768302.59,22484794.54,46259231.87,2019-11-15
Department of State,Department of State,FY2019Q4,019-5515,"H-1B and L Fraud Prevention and Detection Account, State",Department of State,International Affairs,Conduct of foreign affairs,133115630.18,1536218.77,52110372.61,0.00,0.00,0.00,0.00,186762221.56,57058946.28,1536218.77,129703275.28,48899098.38,186762221.56,2019-11-15
Department of State,Department of State,FY2019Q4,019-5713,"Consular and Border Security Programs, Administration of Foreign Affairs, State",Department of State,International Affairs,Conduct of foreign affairs,0.00,1625507152.00,3254361841.54,0.00,0.00,32369691.92,32369691.92,4912238685.46,3260286483.35,0.00,1651952202.11,2209164383.68,4912238685.46,2019-11-15
Department of State,Department of State,FY2019Q4,019-8166,"American Studies Endowment Fund, State",Department of State,International Affairs,Foreign information and exchange activities,42710.83,0.00,0.00,0.00,0.00,0.00,0.00,42710.83,0.00,0.00,42710.83,0.00,42710.83,2019-11-15
Department of State,Department of State,FY2019Q4,019-8167,"Trust Funds, State",Department of State,International Affairs,Conduct of foreign affairs,358455.24,665.28,0.00,0.00,0.00,0.00,0.00,359120.52,18196.61,665.28,340923.91,16063.47,359120.52,2019-11-15
Department of State,Department of State,FY2019Q4,019-8186,"Foreign Service Retirement and Disability Fund, State",Department of State,Income Security,Federal employee retirement and disability,53615.31,261354.11,983178339.68,0.00,0.00,0.00,0.00,983493309.10,983446459.26,261354.11,46849.84,983446459.26,983493309.10,2019-11-15
Department of State,Department of State,FY2019Q4,019-8271,"Israeli Arab Scholarship Program, State",Department of State,International Affairs,Foreign information and exchange activities,217154.77,0.00,97938.35,0.00,0.00,0.00,0.00,315093.12,0.00,0.00,315093.12,0.00,315093.12,2019-11-15
Department of State,Department of State,FY2019Q4,019-8272,"Eastern Europe Student Exchange Endowment Fund, State",Department of State,International Affairs,Foreign information and exchange activities,129199.03,0.00,0.00,0.00,0.00,0.00,0.00,129199.03,0.00,0.00,129199.03,0.00,129199.03,2019-11-15
Department of State,Department of State,FY2019Q4,019-8340,"Foreign Service National Separation Liability Trust Fund, State",Department of State,Income Security,Federal employee retirement and disability,356187994.63,883328.82,33257715.65,0.00,0.00,0.00,0.00,390329039.10,28704149.82,883328.82,361624889.28,27753955.40,390329039.10,2019-11-15
Department of State,Department of State,FY2019Q4,019-8813,"Center for Middle Eastern-Western Dialogue Trust Fund, State",Department of State,International Affairs,Conduct of foreign affairs,12837233.12,0.00,183919.07,0.00,0.00,0.00,0.00,13021152.19,775000.00,0.00,12246152.19,616338.85,13021152.19,2019-11-15
Department of State,Department of State,FY2019Q4,019-8821,"Unconditional Gift Fund, State",Department of State,International Affairs,Conduct of foreign affairs,13359992.02,1234304.30,16862829.34,0.00,0.00,0.00,0.00,31457125.66,14981797.12,1234304.30,16475328.54,12225260.25,31457125.66,2019-11-15
