owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Agriculture,Department of Agriculture,FY2021P12,012-8100,"Wool Research, Development and Promotion Trust Fund, Agricultural Marketing Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,139500.00,0.00,2254500.00,0.00,0.00,0.00,0.00,2394000.00,139500.00,0.00,2254500.00,2257250.00,2394000.00,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8137,"Expenses and Refunds, Inspection of Farm Products, Food Safety and Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,3996449.62,308.08,17465182.58,0.00,0.00,0.00,0.00,21461940.28,16556671.74,308.08,4905268.54,16515751.45,21461940.28,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8161,"Tobacco Trust Fund, Commodity Credit Corporation, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,0.00,0.00,1769592.83,0.00,0.00,0.00,0.00,1769592.83,1769592.83,0.00,0.00,1769592.83,1769592.83,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8203,"Gifts and Bequests, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,4486443.80,20407.91,610273.33,0.00,0.00,0.00,0.00,5117125.04,752770.26,20407.91,4364354.78,745485.37,5117125.04,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8210,"Miscellaneous Contributed Funds, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,312244.36,0.00,0.00,0.00,0.00,0.00,0.00,312244.36,0.00,0.00,312244.36,28300.00,312244.36,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8214,"Miscellaneous Contributed Funds, Agricultural Research Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,29306833.17,774682.34,17233543.74,0.00,0.00,0.00,0.00,47315059.25,17681066.00,892682.34,29633993.25,16691139.29,47315059.25,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8218,"Miscellaneous Contributed Funds, National Agricultural Statistics Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,454.60,0.00,15700.00,0.00,0.00,0.00,0.00,16154.60,15700.00,0.00,454.60,15700.00,16154.60,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8226,"Miscellaneous Contributed Funds, Animal and Plant Health Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,9449835.18,82396.82,8062656.90,0.00,0.00,0.00,0.00,17594888.90,8031488.90,82396.82,9563400.00,7721336.91,17594888.90,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8227,"Miscellaneous Contributed Funds, Economic Research Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,1080.46,0.00,0.00,0.00,0.00,0.00,0.00,1080.46,0.00,0.00,1080.46,0.00,1080.46,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8232,"Miscellaneous Contributed Funds, Foreign Agricultural Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,2143437.14,0.00,0.00,0.00,0.00,0.00,0.00,2143437.14,0.00,0.00,2143437.14,0.00,2143437.14,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8505,"Foreign Service National Separation Liability Trust Fund, Foreign Agricultural Service, Agriculture",Department of Agriculture,Income Security,Federal employee retirement and disability,0.00,1797.76,0.00,0.00,0.00,0.00,0.00,1797.76,0.00,1797.76,1797.76,1548457.02,1797.76,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8558,"Foreign Service National Separation Liability Trust Fund, Animal and Plant Health Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,0.00,166.22,0.00,0.00,0.00,0.00,0.00,166.22,0.00,166.22,166.22,100617.57,166.22,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-8559,"Emergency Citrus Disease Research and Development Trust Fund, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,4502825.00,1393344.00,23575000.00,0.00,0.00,0.00,0.00,29471169.00,25056576.00,1393344.00,4414593.00,8767528.09,29471169.00,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0110,"Office of Inspector General - Recovery Act, Departmental Management, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,1314863.06,231245.90,0.00,0.00,0.00,0.00,0.00,1546108.96,0.00,231245.90,1546108.96,0.00,1546108.96,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0120,"Salaries and Expenses, Departmental Management, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,10564486.88,6198909.71,73750000.00,0.00,0.00,112053699.28,112053699.28,202567095.87,196043373.91,13269372.72,6523721.96,181962460.86,202567095.87,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0123,"Renovation and Modernization, Departmental Management, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,25851769.28,751076.30,1123000.00,0.00,0.00,0.00,0.00,27725845.58,3925346.00,751076.30,23800499.58,6232968.57,27725845.58,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0125,"Salaries and Expenses, Economic Development Administration, Commerce",Department of Commerce,Community and Regional Development,Area and regional development,12573138.59,27103400.16,42104000.00,0.00,0.00,61445.78,61445.78,81841984.53,69948955.64,1361843.10,11893028.89,71196566.73,81841984.53,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0126,"Office of the Inspector General, Departmental Management, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,14914315.81,-31525.87,44556000.00,0.00,0.00,4687692.04,4687692.04,64126481.98,48660034.19,625492.62,15466447.79,51213540.52,64126481.98,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0133,"Nonrecurring Expenses Fund, Departmental Management, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,2995741.61,0.00,20000000.00,0.00,0.00,0.00,0.00,22995741.61,21706385.97,0.00,1289355.64,24929043.93,22995741.61,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0201,"Minority Business Development, Minority Business Development Agency, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,4182004.59,1134684.11,73000000.00,0.00,0.00,191084.92,191084.92,78507773.62,66328528.63,1552452.68,12179244.99,49611958.95,78507773.62,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0300,"Operations and Administration, Bureau of Industry and Security, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,5080074.94,9468271.38,133000000.00,0.00,0.00,3665480.22,3665480.22,151213826.54,145840203.42,9468271.38,5373623.12,138988978.29,151213826.54,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0401,"Current Surveys and Programs, Bureau of the Census, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,11620902.21,1467538.80,307263000.00,0.00,0.00,0.00,0.00,320351441.01,306092047.10,2343324.23,14259393.91,303126042.18,320351441.01,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0450,"Periodic Censuses and Programs, Bureau of the Census, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,1939579945.48,269614651.86,605935000.00,0.00,0.00,0.00,0.00,2815129597.34,2085405400.23,278844595.86,729724197.11,2809373502.04,2815129597.34,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0500,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,34148517.25,4836191.82,791000000.00,0.00,0.00,0.00,0.00,829984709.07,803617876.23,4851249.15,26366832.84,768551507.28,829984709.07,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0513,"Wireless Innovation(WIN) Fund, National Institute of Standards and Technology, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,108667015.41,1835752.62,0.00,0.00,0.00,0.00,0.00,110502768.03,63687330.17,1835752.62,46815437.86,49333734.07,110502768.03,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0515,"Construction of Research Facilities, National Institute of Standards and Technology, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,230632547.83,4231691.08,80000000.00,0.00,0.00,1033073.63,1033073.63,315897312.54,251475725.50,4231691.08,64421587.04,121805922.96,315897312.54,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0516,"State and Local Implementation Fund, National Telecommunications and Information Administration, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,8015464.88,7303944.36,0.00,0.00,0.00,0.00,0.00,15319409.24,2071396.71,7303944.36,13248012.53,4071331.98,15319409.24,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,8526069.03,1776323.04,316500000.00,0.00,0.00,0.00,0.00,326802392.07,261345570.43,1776323.04,65456821.64,239756679.98,326802392.07,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0549,"Scientific and Technical Research and Services - Recovery Act, National Institute of Standards and Technology, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,112732.89,0.00,0.00,0.00,0.00,0.00,0.00,112732.89,0.00,0.00,112732.89,0.00,112732.89,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0550,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,35623395.84,516020.08,45500000.00,0.00,0.00,79830133.65,79830133.65,161469549.57,96586930.67,1467956.33,64882618.90,85304549.95,161469549.57,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0551,"Public Telecommunications Facilities, Planning and Construction, National Telecommunications and Information, Commerce",Department of Commerce,"Education, Training, Employment, and Social Services",Research and general education aids,1215255.18,4074.85,0.00,0.00,0.00,0.00,0.00,1219330.03,16613.46,4074.85,1202716.57,13252.82,1219330.03,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0552,"Information Infrastructure Grants, National Telecommunications and Information Administration, Commerce",Department of Commerce,"Education, Training, Employment, and Social Services",Research and general education aids,12284.71,0.00,0.00,0.00,0.00,0.00,0.00,12284.71,12284.71,0.00,0.00,12284.71,12284.71,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0560,"Broadband Connectivity Fund, National Telecommunications and Information Administration, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,0.00,0.00,1300000000.00,0.00,0.00,0.00,0.00,1300000000.00,11300437.08,0.00,1288699562.92,4309229.71,1300000000.00,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-0561,"Connecting Minority Communities Fund, National Telecommunications and Information Administration, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,0.00,0.00,285000000.00,0.00,0.00,0.00,0.00,285000000.00,5869063.24,0.00,279130936.76,1691557.52,285000000.00,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-1006,"Salaries and Expenses, United States Patent and Trademark Office, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,512757836.17,265911457.23,0.00,0.00,0.00,3627426343.69,3627426343.69,4406095637.09,3722449781.02,34028184.91,683645856.07,3554092167.56,4406095637.09,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-1008,"Patent and Trademark Fee Reserve Fund, United States Patent and Trademark Office, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,231883272.32,-231883272.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-1250,"Operations and Administration, International Trade Administration, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,49686729.22,11028014.88,530000000.00,0.00,0.00,39887314.14,39887314.14,630602058.24,573433449.43,17271438.63,57168608.81,557867979.57,630602058.24,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-1450,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration, Commerce",Department of Commerce,Natural Resources and Environment,Other natural resources,446602390.00,76312623.43,4090166946.00,0.00,0.00,226301366.74,226301366.74,4839383326.17,4492189514.81,104308373.22,347193811.36,4253824470.40,4839383326.17,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-1451,"Pacific Coastal Salmon Recovery, National Oceanic and Atmospheric, Commerce",Department of Commerce,Natural Resources and Environment,Other natural resources,156638.56,-51504.82,64935000.00,0.00,0.00,0.00,0.00,65040133.74,64928240.49,10948.04,111893.25,58172800.51,65040133.74,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-1455,"Gulf Coast Ecosystem Restoration Science, Observation, Monitoring and Technology, National Oceanic and Atmospheric Administration, Commerce",Department of Commerce,Natural Resources and Environment,Pollution control and abatement,1620871.02,89168.75,0.00,0.00,0.00,6027190.00,6027190.00,7737229.77,6697062.48,89168.75,1040167.29,5967678.69,7737229.77,2021-11-15
Department of Commerce,Department of Commerce,FY2021P12,013-1456,"Fisheries Finance Program Account, National Oceanic and Atmospheric Administration, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,2780723.04,2154.82,3564240.85,0.00,0.00,0.00,0.00,6347118.71,3566395.67,2154.82,2780723.04,3564240.85,6347118.71,2021-11-15
