owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of the Interior,Department of the Interior,FY2022P12,014-5065,"Policy and Administration, Bureau of Reclamation, Interior",Department of the Interior,Natural Resources and Environment,Water resources,16800149.52,85508.25,64400000.00,0.00,0.00,0.00,0.00,81285657.77,60477794.80,466447.60,20807862.97,61597239.59,81285657.77,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5076,"Delaware Water Gap Route 209 Operations, National Park Service",Department of the Interior,Natural Resources and Environment,Recreational resources,22379.36,0.00,5000.00,0.00,0.00,0.00,0.00,27379.36,13162.10,0.00,14217.26,13162.10,27379.36,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5091,"National Wildlife Refuge Fund, United States Fish and Wildlife Service",Department of the Interior,General Government,General purpose fiscal assistance,3969723.54,6635.96,8829632.37,0.00,0.00,0.00,0.00,12805991.87,6692754.11,6635.96,6113237.76,7092425.47,12805991.87,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5092,"Proceeds from Sales, Water Resource Development Projects, United States Fish and Wildlife Service",Department of the Interior,Natural Resources and Environment,Conservation and land management,605813.07,0.00,283264.97,0.00,0.00,0.00,0.00,889078.04,304810.63,0.00,584267.41,223250.37,889078.04,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5103,"Payments to Local Units, Klamath Reclamation Area, Bureau of Reclamation",Department of the Interior,Natural Resources and Environment,Water resources,1.41,0.00,541510.05,0.00,0.00,0.00,0.00,541511.46,541510.05,0.00,1.41,1031052.52,541511.46,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5109,"Recreation Enhancement Fee Program, Bureau of Reclamation",Department of the Interior,Natural Resources and Environment,Water resources,2667776.44,27.22,963651.41,0.00,0.00,0.00,0.00,3631455.07,1605179.88,27.22,2026275.19,692268.94,3631455.07,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5110,"Recreation Enhancement Fee Program, National Park Service",Department of the Interior,Natural Resources and Environment,Recreational resources,398913348.96,4588285.98,348630644.23,0.00,0.00,10000000.00,10000000.00,762132279.17,311433819.08,4588285.98,450698460.09,297343184.74,762132279.17,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5129,"Payments to State and County from Clark County, Nevada Land Sales, Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Conservation and land management,0.00,0.00,7188843.00,0.00,0.00,0.00,0.00,7188843.00,7188843.00,0.00,0.00,7188843.00,7188843.00,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5130,"Indian Arts and Crafts Fund, Departmental Management",Department of the Interior,Natural Resources and Environment,Other natural resources,255719.52,0.00,343998.65,0.00,0.00,0.00,0.00,599718.17,17151.19,0.00,582566.98,14315.60,599718.17,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5132,"Range Improvements, Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Conservation and land management,12086370.21,270516.44,9430000.00,0.00,0.00,0.00,0.00,21786886.65,6937474.42,270516.44,14849412.23,7181071.61,21786886.65,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5133,"Payments to States (Proceeds of Sales), Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Conservation and land management,292383.43,0.00,1741159.55,0.00,0.00,0.00,0.00,2033542.98,1647210.51,0.00,386332.47,1647210.51,2033542.98,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5134,"Payment to Oklahoma (Royalties), Office of Natural Resources Revenue, Interior",Department of the Interior,Natural Resources and Environment,Water resources,0.00,0.00,9325.24,0.00,0.00,0.00,0.00,9325.24,9325.24,0.00,0.00,9325.24,9325.24,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5137,"Migratory Bird Conservation Account, United States Fish and Wildlife Service",Department of the Interior,Natural Resources and Environment,Recreational resources,18519598.28,41176.75,115153182.27,0.00,0.00,0.00,0.00,133713957.30,120381304.59,41176.75,13332652.71,100067289.27,133713957.30,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5140,"Historic Preservation Fund, National Park Service",Department of the Interior,Natural Resources and Environment,Recreational resources,82025948.97,186622.18,173072000.00,0.00,0.00,0.00,0.00,255284571.15,145126549.88,1523304.52,110158021.27,108687313.88,255284571.15,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5141,"National Indian Gaming Commission, Gaming Activity Fees",Department of the Interior,General Government,General purpose fiscal assistance,8583993.24,1375100.97,20990052.16,0.00,0.00,3245.03,3245.03,30952391.40,21125292.60,1375100.97,9827098.80,20655703.20,30952391.40,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5143,"Cooperative Endangered Species Conservation Fund, United States Fish and Wildlife Service",Department of the Interior,Natural Resources and Environment,Conservation and land management,15568415.68,2321026.21,119490357.35,0.00,0.00,0.00,0.00,137379799.24,116702337.04,2321026.21,20677462.20,121615366.96,137379799.24,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5157,"Lahontan Valley and Pyramid Lake Fish and Wildlife Fund, United States Fish and Wildlife Service",Department of the Interior,Natural Resources and Environment,Conservation and land management,1334444.69,10430.57,2053003.00,0.00,0.00,0.00,0.00,3397878.26,601683.45,10430.57,2796194.81,601683.45,3397878.26,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5163,"Park Buildings Lease and Maintenance Fund, National Park Service",Department of the Interior,Natural Resources and Environment,Recreational resources,33231112.18,168723.69,10833233.45,0.00,0.00,0.00,0.00,44233069.32,8890179.27,168723.69,35342890.05,7100827.14,44233069.32,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5164,"Transportation Systems Fund, National Park Service",Department of the Interior,Natural Resources and Environment,Recreational resources,15911118.30,191674.56,91368.00,0.00,0.00,0.00,0.00,16194160.86,9611444.88,191674.56,6582715.98,13895881.31,16194160.86,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5165,"Forest Ecosystems Health and Recovery, Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Conservation and land management,26762765.43,215501.26,38943546.52,0.00,0.00,0.00,0.00,65921813.21,14294904.97,215501.26,51626908.24,9963282.02,65921813.21,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5169,"Concessioner Improvement Accounts, National Park Service",Department of the Interior,Natural Resources and Environment,Recreational resources,13503046.08,0.00,9802471.77,0.00,0.00,0.00,0.00,23305517.85,11016779.35,0.00,12288738.50,11016779.35,23305517.85,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5173,"Central Valley Project Restoration Fund, Bureau of Reclamation",Department of the Interior,Natural Resources and Environment,Water resources,4529657.96,10266205.91,29832514.57,0.00,0.00,0.00,0.00,44628378.44,41518758.94,10266205.91,3109619.50,42051958.18,44628378.44,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5174,"Utah Reclamation Mitigation and Conservation Account, Interior",Department of the Interior,Natural Resources and Environment,Water resources,2001483.02,158454.27,30469909.27,0.00,0.00,0.00,0.00,32629846.56,15504219.38,158454.27,17125627.18,13470273.16,32629846.56,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5198,"Natural Resource Damage Assessment and Restoration Fund, Office of the Secretary",Department of the Interior,Natural Resources and Environment,Conservation and land management,2122021804.74,-36091914.13,597251911.15,0.00,0.00,0.00,0.00,2683181801.76,218862067.70,2322713.90,2464319734.06,241024223.05,2683181801.76,2022-11-15
Department of the Interior,Department of Agriculture;Department of the Interior;Department of Transportation,FY2022P12,014-5232,"Southern Nevada Public Land Management, Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Conservation and land management,1014746370.70,3435295.43,390781575.78,0.00,0.00,0.00,0.00,1408963241.91,43065516.77,3435295.43,1365897725.14,43449999.10,1408963241.91,2022-12-19
Department of the Interior,Department of the Interior,FY2022P12,014-5240,"Operation and Maintenance, Indian Irrigation Systems, Bureau of Indian Affairs (T)",Department of the Interior,Community and Regional Development,Area and regional development,52586467.56,618743.94,37981953.81,0.00,0.00,25000.00,25000.00,91212165.31,36448800.26,618743.94,54763365.05,35326920.98,91212165.31,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5241,"North American Wetlands Conservation Fund, United States Fish and Wildlife Service",Department of the Interior,Natural Resources and Environment,Conservation and land management,10230966.98,305617.12,48633254.72,0.00,0.00,0.00,0.00,59169838.82,49172309.66,305617.12,9997529.16,36393183.76,59169838.82,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5242,"Alaska Resupply Program, Bureau of Indian Affairs",Department of the Interior,Community and Regional Development,Area and regional development,204557.46,0.00,292960.20,0.00,0.00,0.00,0.00,497517.66,461317.66,0.00,36200.00,467612.32,497517.66,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5243,"Payments to States, National Forest Fund, Office of Natural Resources Revenue, Interior",Department of the Interior,Natural Resources and Environment,Conservation and land management,0.00,0.00,8092896.83,0.00,0.00,0.00,0.00,8092896.83,8092896.83,0.00,0.00,8092896.83,8092896.83,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5247,"User Fees for Filming and Photography on Public Lands, National Park Service",Department of the Interior,Natural Resources and Environment,Recreational resources,6648086.43,0.00,175151.36,0.00,0.00,0.00,0.00,6823237.79,25321.90,0.00,6797915.89,25321.90,6823237.79,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5248,"Payments to States, Flood Control Act of 1954, Office of Natural Resources Revenue, Interior",Department of the Interior,Natural Resources and Environment,Conservation and land management,0.00,0.00,79051600.22,0.00,0.00,0.00,0.00,79051600.22,79051600.22,0.00,0.00,79051600.22,79051600.22,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5249,"Timber Sales Pipeline Restoration Fund, Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Conservation and land management,12934825.96,54953.48,5140399.13,0.00,0.00,0.00,0.00,18130178.57,2137885.75,54953.48,15992292.82,2218915.15,18130178.57,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5252,"Recreation Fee Enhancement Program, U.S. Fish and Wildlife Service",Department of the Interior,Natural Resources and Environment,Recreational resources,16949520.83,42400.16,7564167.72,0.00,0.00,0.00,0.00,24556088.71,6224657.13,42400.16,18331431.58,5666922.81,24556088.71,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5260,"Federal Land Disposal Account, Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Conservation and land management,13764104.72,0.00,3872601.24,0.00,0.00,0.00,0.00,17636705.96,122435.00,0.00,17514270.96,35381.23,17636705.96,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5265,"Tribal Special Fund, Bureau of Trust Funds Administration, Interior",Department of the Interior,Community and Regional Development,Area and regional development,79484324.57,0.00,48833761.18,0.00,0.00,0.00,0.00,128318085.75,46473650.04,0.00,81844435.71,46473650.04,128318085.75,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5294,"Use of Receipts from Mineral Leasing Activities on Certain Naval Oil Shale Reserves, Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Conservation and land management,3121.68,0.00,0.00,0.00,0.00,0.00,0.00,3121.68,0.00,0.00,3121.68,0.00,3121.68,2022-11-15
Department of the Interior,Department of the Interior,FY2022P12,014-5397,"White Pine County Special Account, Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Conservation and land management,23231.98,0.00,0.00,0.00,0.00,0.00,0.00,23231.98,724.80,0.00,22507.18,1717.35,23231.98,2022-11-15
