owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of State,Department of State,FY2020P12,019-0529,"Office of the Inspector General, State",Department of State,International Affairs,Conduct of foreign affairs,39154862.75,771785.88,145729000.00,0.00,0.00,61256.73,61256.73,185716905.36,149517490.24,8027062.67,36199415.12,144067779.25,185716905.36,2021-07-19
Department of State,Agency for International Development;Department of State,FY2020P12,019-0535,"Embassy Security, Construction, and Maintenance, State",Department of State,International Affairs,Conduct of foreign affairs,8243312252.53,252221895.42,1732987000.00,0.00,0.00,1661981916.98,1661981916.98,11890503064.93,2763263916.46,252221895.42,9127239148.47,3339885568.31,11890503064.93,2021-07-19
Department of State,Department of State,FY2020P12,019-0540,"Payment to the Foreign Service Retirement and Disability Fund, State",Department of State,International Affairs,Conduct of foreign affairs,0.00,0.00,456100000.00,0.00,0.00,0.00,0.00,456100000.00,456100000.00,0.00,0.00,721900000.00,456100000.00,2021-07-19
Department of State,Department of State,FY2020P12,019-0545,"Representation Expenses, State",Department of State,International Affairs,Conduct of foreign affairs,1024710.97,317276.89,6851400.00,0.00,0.00,383017.06,383017.06,8576404.92,5200979.73,576325.75,3375425.19,5319315.27,8576404.92,2021-07-19
Department of State,Department of State,FY2020P12,019-0600,"Repatriation Loans, Liquidating Account, State",Department of State,International Affairs,Conduct of foreign affairs,1000043.79,-1000043.79,0.00,0.00,0.00,500.52,500.52,500.52,0.00,0.00,500.52,0.00,500.52,2021-07-19
Department of State,Department of State,FY2020P12,019-0601,"Repatriation Loans, Program Account, State",Department of State,International Affairs,Conduct of foreign affairs,130000.00,1000000.00,1531270.00,0.00,0.00,0.00,0.00,2661270.00,2531270.00,0.00,130000.00,2531270.00,2661270.00,2021-07-19
Department of State,Department of State,FY2020P12,019-1005,"International Organizations and Programs, Funds Appropriated to the President, State",Department of State,International Affairs,International development and humanitarian assistance,49275800.00,2665818.00,358000000.00,0.00,0.00,0.00,0.00,409941618.00,409437175.00,2665818.00,504443.00,684171012.00,409941618.00,2021-07-19
Department of State,Agency for International Development;Department of Defense;Department of Health and Human Services;Department of Labor;Department of State;Peace Corps,FY2020P12,019-1030,"Global HIV/AIDS Initiative, State",Department of State,International Affairs,International development and humanitarian assistance,9038959.64,465115.46,0.00,0.00,0.00,0.00,0.00,9504075.10,3701392.01,465115.46,5802683.09,3634968.81,9504075.10,2021-07-19
Department of State,Agency for International Development;Department of Defense;Department of Health and Human Services;Department of Labor;Department of State;Peace Corps,FY2020P12,019-1031,"Global Health Programs, State",Department of State,International Affairs,International development and humanitarian assistance,10876256779.11,76374688.94,9583563873.00,0.00,0.00,0.00,0.00,20536195341.05,12814590762.23,100600862.36,7721604578.82,9672946773.24,20536195341.05,2021-07-19
Department of State,Millennium Challenge Corporation,FY2020Q4,019-1031,"Global Health Programs, State",Department of State,International Affairs,International development and humanitarian assistance,748023.66,1363138.27,0.00,0.00,0.00,0.00,0.00,2111161.93,1496412.26,1363138.27,614749.67,3200229.44,2111161.93,2020-11-13
Department of State,Department of State,FY2020P12,019-1069,"Salaries and Expenses, International Boundary and Water Commission, United States and Mexico, State",Department of State,Natural Resources and Environment,Water resources,14959456.39,115589.15,48170000.00,0.00,0.00,-1661697.24,-1661697.24,61583348.30,57502351.68,2762683.81,4080996.62,56859916.55,61583348.30,2021-07-19
Department of State,Department of State,FY2020P12,019-1078,"Construction, International Boundary and Water Commission, United States and Mexico, State",Department of State,Natural Resources and Environment,Water resources,103480314.44,2410570.75,36900000.00,0.00,0.00,2590000.00,2590000.00,145380885.19,3438945.89,2410570.75,141941939.30,10196041.92,145380885.19,2021-07-19
Department of State,Department of State,FY2020P12,019-1082,"American Sections, International Commissions, State",Department of State,Natural Resources and Environment,Water resources,1934961.23,-238184.47,15008000.00,0.00,0.00,0.00,0.00,16704776.76,14942537.27,757793.12,1762239.49,9842124.21,16704776.76,2021-07-19
Department of State,Department of State,FY2020P12,019-1087,"International Fisheries Commissions, State",Department of State,Natural Resources and Environment,Conservation and land management,350138.82,-53686.04,62718000.00,0.00,0.00,0.00,0.00,63014452.78,62713284.41,11751.31,301168.37,63037929.74,63014452.78,2021-07-19
Department of State,Agency for International Development;Department of State,FY2020P12,019-1121,"Democracy Fund, State",Department of State,International Affairs,International development and humanitarian assistance,235489367.37,3012711.09,273700000.00,0.00,0.00,0.00,0.00,512202078.46,229945685.56,4923772.88,282256392.90,169353386.55,512202078.46,2021-07-19
Department of State,Department of State,FY2020P12,019-1124,"Contributions for International Peacekeeping Activities, State",Department of State,International Affairs,Conduct of foreign affairs,1006942873.00,0.00,1526283000.00,0.00,0.00,0.00,0.00,2533225873.00,1793451793.00,0.00,739774080.00,2648317716.00,2533225873.00,2021-07-19
Department of State,Department of State,FY2020P12,019-1125,"International Conferences and Contingencies, State",Department of State,International Affairs,Conduct of foreign affairs,15478.29,0.00,0.00,0.00,0.00,0.00,0.00,15478.29,0.00,0.00,15478.29,0.00,15478.29,2021-07-19
Department of State,Department of State,FY2020P12,019-1126,"Contributions to International Organizations, State",Department of State,International Affairs,Conduct of foreign affairs,153304381.87,19480049.82,1473806000.00,0.00,0.00,0.00,0.00,1646590431.69,1522262368.00,35133832.82,124328063.69,1581669272.35,1646590431.69,2021-07-19
Department of State,Department of State,FY2020P12,019-1130,"Arrearage Payments, State",Department of State,International Affairs,Conduct of foreign affairs,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.45,0.00,0.45,2021-07-19
Department of State,Department of State,FY2020P12,019-1143,"Migration and Refugee Assistance, State",Department of State,International Affairs,International development and humanitarian assistance,527174521.18,9137207.14,3782100000.00,0.00,0.00,19760.89,19760.89,4318431489.21,3715990157.61,9137207.14,602441331.60,3410507469.02,4318431489.21,2021-07-19
Department of State,Department of State,FY2020P12,019-1151,"United States Bilateral Science and Technology Agreements, State",Department of State,International Affairs,Conduct of foreign affairs,24278.47,0.00,0.00,0.00,0.00,0.00,0.00,24278.47,0.00,0.00,24278.47,0.00,24278.47,2021-07-19
Department of State,Agency for International Development;Department of State,FY2020P12,019-1154,"Andean Counterdrug Programs, State",Department of State,International Affairs,International development and humanitarian assistance,1938024.94,1054531.92,0.00,0.00,0.00,0.00,0.00,2992556.86,1083594.10,1054531.92,1908962.76,1067524.48,2992556.86,2021-07-19
Department of State,Department of State,FY2020P12,019-4519,"Working Capital Fund, State",Department of State,International Affairs,Conduct of foreign affairs,1074014281.30,342488950.58,0.00,0.00,0.00,4958431114.70,4958431114.70,6374934346.58,5341279210.89,342488950.58,1033655135.69,4876582224.51,6374934346.58,2021-07-19
Department of State,Department of State,FY2020P12,019-5116,"Fisherman's Protective Fund, Special Account, State",Department of State,Commerce and Housing Credit,Other advancement of commerce,630948.81,0.00,0.00,0.00,0.00,0.00,0.00,630948.81,0.00,0.00,630948.81,0.00,630948.81,2021-07-19
Department of State,Department of State,FY2020P12,019-5121,"Fishermen's Guaranty Fund, State",Department of State,Commerce and Housing Credit,Other advancement of commerce,2747861.55,0.00,0.00,0.00,0.00,0.00,0.00,2747861.55,0.00,0.00,2747861.55,0.00,2747861.55,2021-07-19
Department of State,Department of State,FY2020P12,019-5151,"International Center, Washington, D. C., State",Department of State,International Affairs,Conduct of foreign affairs,2690273.03,468994.81,743000.00,0.00,0.00,1806600.00,1806600.00,5708867.84,2082904.57,468994.81,3625963.27,2986122.47,5708867.84,2021-07-19
Department of State,Department of State,FY2020P12,019-5177,"International Litigation Fund, State",Department of State,International Affairs,Conduct of foreign affairs,13340145.98,244180.47,3600000.00,0.00,0.00,0.00,0.00,17184326.45,5218364.67,244180.47,11965961.78,3880541.65,17184326.45,2021-07-19
Department of State,Department of State,FY2020P12,019-5497,"Foreign Service National Defined Contributions Retirement Fund, State",Department of State,Income Security,Federal employee retirement and disability,23768302.59,6209.91,26564749.71,0.00,0.00,0.00,0.00,50339262.21,15742435.51,6209.91,34596826.70,15736285.39,50339262.21,2021-07-19
Department of State,Department of State,FY2020P12,019-5515,"H-1B and L Fraud Prevention and Detection Account, State",Department of State,International Affairs,Conduct of foreign affairs,129703275.28,5270435.60,42034986.01,0.00,0.00,0.00,0.00,177008696.89,50907800.76,5270435.60,126100896.13,50620678.02,177008696.89,2021-07-19
Department of State,Department of State,FY2020P12,019-5713,"Consular and Border Security Programs, Administration of Foreign Affairs, State",Department of State,International Affairs,Conduct of foreign affairs,1651952202.11,105240350.61,2263183975.15,0.00,0.00,35088539.16,35088539.16,4055465067.03,3198558708.16,31833350.61,856906358.87,3073691299.35,4055465067.03,2021-07-19
Department of State,Department of State,FY2020P12,019-8166,"American Studies Endowment Fund, State",Department of State,International Affairs,Foreign information and exchange activities,42710.83,0.00,0.00,0.00,0.00,0.00,0.00,42710.83,0.00,0.00,42710.83,0.00,42710.83,2021-07-19
Department of State,Department of State,FY2020P12,019-8167,"Trust Funds, State",Department of State,International Affairs,Conduct of foreign affairs,340923.91,1327.54,0.00,0.00,0.00,0.00,0.00,342251.45,5499.45,1327.54,336752.00,3358.59,342251.45,2021-07-19
Department of State,Department of State,FY2020P12,019-8186,"Foreign Service Retirement and Disability Fund, State",Department of State,Income Security,Federal employee retirement and disability,46849.84,43525.97,1007232415.10,0.00,0.00,0.00,0.00,1007322790.91,1007271250.15,43525.97,51540.76,1007271250.15,1007322790.91,2021-07-19
Department of State,Department of State,FY2020P12,019-8271,"Israeli Arab Scholarship Program, State",Department of State,International Affairs,Foreign information and exchange activities,315093.12,0.00,117016.26,0.00,0.00,0.00,0.00,432109.38,0.00,0.00,432109.38,0.00,432109.38,2021-07-19
Department of State,Department of State,FY2020P12,019-8272,"Eastern Europe Student Exchange Endowment Fund, State",Department of State,International Affairs,Foreign information and exchange activities,129199.03,0.00,0.00,0.00,0.00,0.00,0.00,129199.03,0.00,0.00,129199.03,0.00,129199.03,2021-07-19
Department of State,Department of State,FY2020P12,019-8340,"Foreign Service National Separation Liability Trust Fund, State",Department of State,Income Security,Federal employee retirement and disability,361624889.28,272611.36,32132080.00,0.00,0.00,0.00,0.00,394029580.64,28183863.06,272611.36,365845717.58,25927913.77,394029580.64,2021-07-19
Department of State,Department of State,FY2020P12,019-8813,"Center for Middle Eastern-Western Dialogue Trust Fund, State",Department of State,International Affairs,Conduct of foreign affairs,12246152.19,0.00,175192.06,0.00,0.00,0.00,0.00,12421344.25,775000.00,0.00,11646344.25,593500.00,12421344.25,2021-07-19
Department of State,Department of State,FY2020P12,019-8821,"Unconditional Gift Fund, State",Department of State,International Affairs,Conduct of foreign affairs,16475328.54,1199390.98,58447229.82,0.00,0.00,0.00,0.00,76121949.34,57284096.08,1199390.98,18837853.26,26096298.29,76121949.34,2021-07-19
Department of State,Department of State,FY2020P12,019-8822,"Conditional Gift Fund, General, State",Department of State,International Affairs,Conduct of foreign affairs,25020851.26,65326.60,3864398.97,0.00,0.00,0.00,0.00,28950576.83,1659150.20,65326.60,27291426.63,542816.98,28950576.83,2021-07-19
Department of the Treasury,Department of the Treasury,FY2020P12,020-0003,"United States Quota, International Monetary Fund, Treasury",Department of the Treasury,International Affairs,International financial programs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of the Treasury,Department of the Treasury,FY2020P12,020-0004,"Maintenance of Value Adjustments, International Monetary Fund, Treasury",Department of the Treasury,International Affairs,International financial programs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of the Treasury,Department of the Treasury,FY2020P12,020-0066,"Global Environment Facility, Treasury",Department of the Treasury,International Affairs,International development and humanitarian assistance,0.00,0.00,139575000.00,0.00,0.00,0.00,0.00,139575000.00,139575000.00,0.00,0.00,139575000.00,139575000.00,2020-11-16
Department of the Treasury,Department of the Treasury,FY2020P12,020-0067,"Contribution to the Asian Development Fund, Treasury",Department of the Treasury,International Affairs,International development and humanitarian assistance,0.00,0.00,47395000.00,0.00,0.00,0.00,0.00,47395000.00,47395000.00,0.00,0.00,47395000.00,47395000.00,2020-11-16
Department of the Treasury,Department of the Treasury,FY2020P12,020-0071,"Contribution to the Strategic Climate Fund, Treasury",Department of the Treasury,International Affairs,International development and humanitarian assistance,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-16
Department of the Treasury,Department of the Treasury,FY2020P12,020-0072,"Contribution to the Inter-American Development Bank, Treasury",Department of the Treasury,International Affairs,International development and humanitarian assistance,3797782687.48,0.00,0.00,0.00,0.00,0.00,0.00,3797782687.48,0.00,0.00,3797782687.48,0.00,3797782687.48,2020-11-16
