"Company","Parent","Penalty","Year","Date","Agency","Market_cap","Ticker","price","price_at_time","Market_cap_at_time","Penalty_scaled"
"Caremark LLC","cvs health",4250000,2013,2013-12-02,"Justice Department Civil Division",95779100819.6721,"CVS",74.1900024414062,66.9599990844727,86445185229.1286,4.9164103110371e-05
"E-Trade Securities LLC and E-Trade Clearing LLC","morgan stanley",1e+06,2009,2009-01-02,"Financial Industry Regulatory Authority",111243387704.918,"MS",87.5699996948242,16.0400009155273,20376202430.6449,4.90768583303848e-05
"Caterpillar Inc.","caterpillar inc.",2550000,2011,2011-07-28,"Environmental Protection Agency",149051143852.459,"CAT",290.679992675781,101.339996337891,51963818469.6608,4.90726061921109e-05
"AMERICAN EAGLE AIRLINES INC","american airlines",275000,2009,2009-01-13,"Federal Aviation Administration",9150319672.13115,"AAL",13.9300003051758,8.53999996185303,5609743570.63783,4.90218485991744e-05
"Texaco Refining and Marketing, Inc.","chevron",4e+06,2001,2001-03-12,"U.S. Attorney-Central District of California",255731292622.951,"CVX",144.919998168945,46.3899993896484,81861541944.4224,4.88629935985776e-05
"Bristol-Myers Squibb Company","bristol-myers squibb",2100000,2009,2009-03-31,"Federal Trade Commission",102752828278.689,"BMY",50.2400016784668,21.0200004577637,42990932032.1597,4.88475104105461e-05
"Jennie-O Turkey Store Inc.","hormel foods",491861,2016,2016-06-21,"Office of Federal Contract Compliance Programs",8838731967.21311,"HRL",30.3999996185303,34.6399993896484,10071502427.352,4.88369042799625e-05
"Merrill Lynch, Pierce, Fenner & Smith Incorporated","bank of america",9660000,2023,2023-04-03,"Securities and Exchange Commission",228235527459.016,"BAC",32.9799995422363,28.6000003814697,197924083171.476,4.88065921297251e-05
"Chevron USA Inc.","chevron",4850000,2005,2005-06-27,"Environmental Protection Agency",255731292622.951,"CVX",144.919998168945,56.689998626709,100037308934.415,4.84819119152804e-05
"Kerr-McGee Oil & Gas Corporation","occidental petroleum",467950,2003,2003-04-09,"Bureau of Safety and Environmental Enforcement",38036308606.5574,"OXY",57.310001373291,14.5864849090576,9680963674.5948,4.83371300346901e-05
"Bear, Stearns & Co. Inc.","jpmorgan chase",4950000,2004,2004-05-18,"Financial Industry Regulatory Authority",495457747131.148,"JPM",170.5,35.310001373291,102607705170.724,4.82419911035328e-05
"Boeing Company","boeing",2e+06,2010,2010-05-05,"Justice Department multiagency referral",122166222131.148,"BA",214.130004882812,72.7900009155273,41528413664.5839,4.81597976786104e-05
"Citigroup Global Markets Inc.","citigroup",5e+06,2014,2014-12-11,"Financial Industry Regulatory Authority",102457683196.721,"C",53.2599983215332,54.4700012207031,104785398135.085,4.77165720509475e-05
"Beechcraft Corp.","textron",430000,2015,2015-04-09,"Federal Aviation Administration",16853277459.0164,"TXT",85.5500030517578,45.8499984741211,9032410499.29997,4.76063394188435e-05
"TYSON FOODS, INC., DBA RIVER VALLEY ANIMAL FOODS","tyson foods",195000,2003,2003-10-10,"Occupational Safety & Health Administration",15327402049.1803,"TSN",53.1800003051758,14.2299995422363,4101333638.43325,4.75455101171657e-05
"Union Pacific Railroad Company","union pacific",1500000,2012,2012-04-12,"Environmental Protection Agency",148485106557.377,"UNP",242.330001831055,52.9000015258789,32413907911.129,4.62764318363782e-05
"TRANSCONTINENTAL GAS PIPE LINE COMPANY","williams companies",952500,2009,2009-11-17,"Pipeline and Hazardous Materials Safety Administration",41647519672.1311,"WMB",34.0299987792969,16.8420314788818,20612073537.9549,4.62107802131637e-05
"Princess Cruise Lines Ltd.","carnival corp.",1e+06,2022,2022-01-11,"U.S. Coast Guard",16269975409.8361,"CCL",16.0799999237061,21.3999996185303,21652827687.5602,4.61833444771978e-05
"Sprint Nextel","t-mobile us",1325000,2007,2007-08-30,"Federal Communications Commission",82858898770.4918,"TMUS",162,56.5999984741211,28949466320.8469,4.57694102307458e-05
"Dollar Tree and Family Dollar","dollar tree",1350000,2023,2023-08-23,"Occupational Safety & Health Administration",27318184836.0656,"DLTR",130.160003662109,140.710006713867,29532435952.2315,4.57124499375403e-05
"Wells Fargo Advisors","wells fargo",7e+06,2022,2022-05-20,"Securities and Exchange Commission",180655509426.229,"WFC",49.4900016784668,42,153314429956.929,4.56578027388975e-05
"Wachovia Securities, LLC","wells fargo",4844465,2004,2004-02-12,"Securities and Exchange Commission",180655509426.229,"WFC",49.4900016784668,29.1000003814697,106224999291.225,4.56056957620538e-05
"DUKE ENERGY INDIANA, LLC - GALLAGHER GENERATING STATION","duke energy",1750000,2010,2010-03-19,"Environmental Protection Agency",73237086885.2459,"DUK",94.5400009155273,49.7400016784668,38531973654.7607,4.54168274815008e-05
"United HealthCare Services, Inc.","unitedhealth group",1038831,2009,2009-10-10,"Labor Department Wage and Hour Division",477152997131.148,"UNH",513.22998046875,24.6700000762939,22935847326.9198,4.52928982824507e-05
"Boeing Co.","boeing",2750000,2013,2013-07-26,"Federal Aviation Administration",122166222131.148,"BA",214.130004882812,106.699996948242,60874866816.0988,4.51746368219198e-05
"United Parcel Service, Inc.","united parcel service",5300000,2022,2022-10-17,"Environmental Protection Agency",113828579098.361,"UPS",156.580001831055,161.679992675781,117536106908.306,4.50925263683842e-05
"AMERICAN EAGLE AIRLINES, INC","american airlines",8e+05,2014,2014-01-07,"Federal Aviation Administration",9150319672.13115,"AAL",13.9300003051758,27.0300006866455,17755430122.1969,4.5056638701187e-05
"Omnicare Inc.","cvs health",4190000,2014,2014-02-27,"Justice Department Civil Division",95779100819.6721,"CVS",74.1900024414062,72.1999969482422,93210008886.9418,4.49522540554869e-05
"Lockheed Martin","lockheed martin",2e+06,2015,2015-03-27,"U.S. Attorney-Northern District of Georgia",95803764754.0984,"LMT",431.649993896484,200.559997558594,44513849407.8004,4.49298370418966e-05
"FPL Energy Maine Operating Services, Inc.","nextera energy",945000,2005,2005-04-28,"National Labor Relations Board",117570509016.393,"NEE",57.0099983215332,10.2524995803833,21143512188.1197,4.46945612248369e-05
"US Airways","american airlines",354500,2012,2012-10-24,"Federal Aviation Administration",9150319672.13115,"AAL",13.9300003051758,12.0900001525879,7941662872.12421,4.46380066376677e-05
"Citigroup Global Markets","citigroup",2e+06,2009,2009-03-17,"Financial Industry Regulatory Authority",102457683196.721,"C",53.2599983215332,23.2999992370605,44822831685.0962,4.4620117132515e-05
"General Electric Company","general electric",2718581,2019,2019-10-01,"Office of Foreign Assets Control",142141953688.525,"GE",129.929992675781,55.8313827514648,61078906093.8991,4.45093269322901e-05
"Bunge Oils, Inc.","bunge",370319,2006,2006-05-05,"National Labor Relations Board",13012280737.7049,"BG",89.1100006103516,57.0200004577637,8326341022.76386,4.44755984636666e-05
"Hewlett-Packard Co.","hewlett packard enterprise",750000,2016,2016-09-21,"Office of Federal Contract Compliance Programs",20323904098.3607,"HPE",15.7600002288818,13.1469039916992,16954087058.196,4.4237120962372e-05
"Affinion Group Holdings, Inc.","jpmorgan chase",8700000,2015,2015-07-01,"Consumer Financial Protection Bureau",495457747131.148,"JPM",170.5,67.7600021362305,196904504422.396,4.41838546330912e-05
"SFPP LP","kinder morgan",1493200,2022,2022-03-01,"Pipeline and Hazardous Materials Safety Administration",32833451639.3443,"KMI",16.8899993896484,17.3999996185303,33824870730.8873,4.4145031976027e-05
"Honeywell Consumer Products Inc.","honeywell international",8e+05,2001,2001-10-31,"Consumer Product Safety Commission",132443272540.984,"HON",199.869995117188,27.3617057800293,18131154972.4404,4.4122947557175e-05
"Agilent Technologies Inc.","agilent technologies",225000,2003,2003-08-20,"State Department Directorate of Defense Trade Controls",38170727049.1803,"A",129.779998779297,17.3748207092285,5110260017.40266,4.40290707779599e-05
"United Parcel Service, Inc.","united parcel service",5323008,2022,2022-10-19,"Environmental Protection Agency",113828579098.361,"UPS",156.580001831055,166.990005493164,121396313875.534,4.38481847600219e-05
"CH2M Hill Hanford Group, Inc.","jacobs solutions",50000,2000,2000-07-25,"Energy Department Office of Enforcement",17010715573.7705,"J",134.089996337891,9.015625,1143726130.08595,4.37167593576294e-05
"Akzo Nobel Paints, LLC","ppg industries",675392,2013,2013-04-07,"Labor Department Wage and Hour Division",33304943852.459,"PPG",141.029998779297,65.8649978637695,15554350667.8183,4.34214204388084e-05
"General Electric Aviation Systems","general electric",6580000,2013,2013-06-26,"Justice Department Civil Division",142141953688.525,"GE",129.929992675781,138.773788452148,151816967007.521,4.33416641742951e-05
"Medtronic","medtronic",4410000,2015,2015-04-02,"Justice Department Civil Division",113302004098.361,"MDT",84.7200012207031,76.1399993896484,101827365422.5,4.33085937331496e-05
"Citibank N.A.","citigroup",6e+06,2017,2017-11-21,"Consumer Financial Protection Bureau",102457683196.721,"C",53.2599983215332,72.0500030517578,138604517830.32,4.32886322460657e-05
"Wells Fargo Bank","wells fargo",4046786,2008,2008-06-20,"U.S. Attorney-District of Arizona",180655509426.229,"WFC",49.4900016784668,25.6299991607666,93558302645.9408,4.32541622234697e-05
"Charles Schwab & Co.","charles schwab corp.",2e+06,2015,2015-08-24,"Financial Industry Regulatory Authority",94974234426.2295,"SCHW",63.4799995422363,30.9300003051758,46275253953.5325,4.32196439593461e-05
"New England Securities","metlife",5e+05,2009,2009-03-23,"Financial Industry Regulatory Authority",43547875819.6721,"MET",69.6800003051758,18.5204982757568,11574746778.111,4.31974892915626e-05
"Costco Wholesale Corporation","costco",2335000,2014,2014-09-03,"Environmental Protection Agency",305524898770.492,"COST",686.510009765625,121.559997558594,54099147019.4442,4.31614938246764e-05
"Citigroup Global Markets, Inc","citigroup",2741489,2012,2012-05-01,"Financial Industry Regulatory Authority",102457683196.721,"C",53.2599983215332,33.0400009155273,63559933407.918,4.31323453787395e-05
"Verizon Telephone Companies","verizon communications",5700000,2003,2003-03-04,"Federal Communications Commission",174437320491.803,"VZ",41.2799987792969,31.3054256439209,132287662976.378,4.30879181909639e-05
"Merrill Lynch, Pierce, Fenner & Smith","bank of america",1.4e+07,2005,2005-12-19,"Financial Industry Regulatory Authority",228235527459.016,"BAC",32.9799995422363,46.9700012207031,325052248397.663,4.30699989586679e-05
"American Airlines","american airlines",1e+06,2019,2019-02-23,"Transportation Department Aviation Consumer Protection Division",9150319672.13115,"AAL",13.9300003051758,35.4900016784668,23312624078.1043,4.2895214054398e-05
"Wal-Mart Stores","walmart",3350000,2004,2004-05-12,"Justice Department Environment and Natural Resources Division",230136705737.705,"WMT",160.5,54.5299987792969,78189123258.2458,4.28448339155243e-05
"Union Pacific Railroad","union pacific",1500000,2012,2012-02-09,"Environmental Protection Agency",148485106557.377,"UNP",242.330001831055,57.1749992370605,35033366855.0525,4.28163243974272e-05
"Huntington Ingalls Incorporated","huntington ingalls industries",350000,2022,2022-07-18,"Equal Employment Opportunity Commission",10143865163.9344,"HII",253.639999389648,204.630004882812,8183800595.41668,4.276741544705e-05
"PNC Bank, National Association","pnc financial services",2614456,2022,2022-07-18,"Office of the Comptroller of the Currency",60149581147.541,"PNC",150.229995727539,153.419998168945,61426804845.6513,4.25621356437049e-05
"TJX Companies Inc.","tjx",315000,2009,2009-04-07,"Consumer Product Safety Commission",109191759426.229,"TJX",94.9499969482422,6.4850001335144,7457699812.71049,4.22382246417496e-05
"Lockheed Martin Operations Support, Inc.","lockheed martin",723686,2009,2009-02-13,"Labor Department Wage and Hour Division",95803764754.0984,"LMT",431.649993896484,77.379997253418,17174319838.6725,4.21376803738353e-05
"Inspire Pharmaceuticals Inc.","merck",5900000,2015,2015-06-17,"U.S. Attorney-Southern District of New York",302795834426.229,"MRK",118.879997253418,55.0667953491211,140259056461.545,4.20650198913722e-05
"Morgan Stanley & Co.","morgan stanley",2650000,2005,2005-06-10,"Financial Industry Regulatory Authority",111243387704.918,"MS",87.5699996948242,49.6300010681152,63046813633.1643,4.20322590039035e-05
"Bank of America, N.A.","bank of america",8e+06,2023,2023-09-29,"Commodity Futures Trading Commission",228235527459.016,"BAC",32.9799995422363,27.5599994659424,190726837543.583,4.19448049526428e-05
"Ortho-McNeil Pharmaceutical LLC","johnson & johnson",6140000,2010,2010-05-21,"U.S. Attorney-District of Massachusetts",384633235245.902,"JNJ",158.960006713867,60.5499992370605,146511959719.588,4.19078415970373e-05
"Merrill Lynch, Pierce, Fenner & Smith","bank of america",8900000,2018,2018-08-20,"Securities and Exchange Commission",228235527459.016,"BAC",32.9799995422363,30.7399997711182,212733782875.47,4.18363265095976e-05
"HD Supply Waterworks","home depot",4945000,2015,2015-08-12,"U.S. Attorney-Northern District of New York",349078529508.197,"HD",347.269989013672,117.690002441406,118302917873.058,4.17994761997849e-05
"Exxon Mobil Corporation","exxon mobil",7e+06,2001,2001-01-08,"Justice Department Civil Division",401020364344.262,"XOM",99.5999984741211,41.625,167595109654.214,4.17673285004708e-05
"Morgan Stanley & Co. LLC","morgan stanley",2e+06,2015,2015-05-13,"Financial Industry Regulatory Authority",111243387704.918,"MS",87.5699996948242,37.7200012207031,47917103284.7756,4.17387501100353e-05
"Merrill Lynch, Pierce and Fenner & Smith Incorporated","bank of america",8872723,2018,2018-08-20,"Securities and Exchange Commission",228235527459.016,"BAC",32.9799995422363,30.7399997711182,212733782875.47,4.1708105219912e-05
"SunTrust Investment Services, Inc.","truist financial",1440000,2010,2010-07-22,"Financial Industry Regulatory Authority",50219881147.541,"TFC",37.5499992370605,25.9099998474121,34652387198.6023,4.15555786026217e-05
"York International Corporation","johnson controls",669507,2008,2008-05-29,"Office of Foreign Assets Control",37701701229.5082,"JCI",55.0200004577637,23.5172538757324,16114875899.3921,4.15458985957972e-05
"US Airways, Inc.","american airlines",140000,2009,2009-12-23,"Transportation Department Aviation Consumer Protection Division",9150319672.13115,"AAL",13.9300003051758,5.13000011444092,3369787504.43835,4.15456463695726e-05
"Viacom","paramount global",1120000,2015,2015-01-20,"Federal Communications Commission",6488670081.96721,"PARA",13.3599996566772,55.560001373291,26984320952.7892,4.15055840004095e-05
"OmniSource Corporation","steel dynamics inc.",315000,2018,2018-06-05,"National Labor Relations Board",17816404098.3607,"STLD",116.540000915527,49.7999992370605,7613325068.94903,4.1374825998791e-05
"UnitedHealthcare Insurance Co.","unitedhealth group",15684249,2021,2021-08-12,"Employee Benefits Security Administration",477152997131.148,"UNH",513.22998046875,407.739990234375,379078319261.209,4.13746927826609e-05
"United Airlines, Inc.","united airlines holdings",750000,2016,2016-01-07,"Transportation Department Aviation Consumer Protection Division",13457053688.5246,"UAL",40.8400001525879,55.2000007629395,18188770105.2421,4.12342338520098e-05
"Merrill Lynch, Pierce, Fenner & Smith, Inc.","bank of america",11650000,2021,2021-06-25,"Financial Industry Regulatory Authority",228235527459.016,"BAC",32.9799995422363,40.8300018310547,282560859108.837,4.1230055842634e-05
"Amazon.com","amazon.com",61710583,2021,2021-06-10,"Federal Trade Commission",1433910175409.84,"AMZN",156.869995117188,164.057495117188,1499609351202.24,4.11511057533259e-05
"Merrill Lynch, Pierce, Fenner & Smith Incorporated","bank of america",8014000,2019,2019-03-22,"Securities and Exchange Commission",228235527459.016,"BAC",32.9799995422363,28.1800003051758,195017505237.082,4.10937468934259e-05
"AMERICAN EAGLE AIRLINES INC","american airlines",6e+05,2005,2005-10-27,"Federal Aviation Administration",9150319672.13115,"AAL",13.9300003051758,22.3199996948242,14661531070.7227,4.09234204194491e-05
"Merrill Lynch, Pierce, Fenner & Smith Inc.","bank of america",7200000,2020,2020-06-04,"Financial Industry Regulatory Authority",228235527459.016,"BAC",32.9799995422363,25.9899997711182,179861776493.482,4.00307399402391e-05
